StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,FanDuelSalary,DraftKingsSalary,FantasyDataSalary,YahooSalary,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelPosition,DraftKingsPosition,YahooPosition,OpponentRank,OpponentPositionRank,GlobalTeamID,FantasyDraftSalary,FantasyDraftPosition,GameID,OpponentID,Opponent,Day,DateTime,HomeOrAway,IsGameOver,GlobalGameID,GlobalOpponentID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
1079413,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,6232,5988,5988,24,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,16,18,20000013,NA,Scrambled,19162,22,HOU,2023-03-09T00:00:00,2023-03-09T19:00:00,HOME,TRUE,20019162,20000022,2023-03-12T04:00:24,1,36,23,16,3.4,12.2,27.5,30.6,2.6,4.1,38.9,0.7,3.4,13.6,3.4,3.7,55,0,0.7,0.7,0,1.9,1,11.6,0,0,0.4,0.4,17.7,14.9,36.2,23.3,45,0,0,1.5,17.8,36,37.9,36,5.2,0.4,0,37.9,TRUE,TRUE,Scrambled
1077973,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5621,5621,5621,23,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,1,1,20000013,NA,Scrambled,19141,7,PHI,2023-03-06T00:00:00,2023-03-06T19:00:00,HOME,TRUE,20019141,20000007,2023-03-12T05:42:07,1,40.7,22,30,4.5,11.6,38.6,45,2.6,3.4,47.5,1.9,3.7,30.6,3.7,3.7,61.1,0,1.1,1.1,0,4.9,2.2,6,0.4,0,0.7,1.5,23.8,14.3,50.7,33,34.1,0.5,0,2.8,18.6,41.3,43.8,41.3,2.6,0.4,0,43.8,TRUE,TRUE,Scrambled
1077354,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5621,5621,5621,23,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,5,1,20000013,NA,Scrambled,19132,11,CHI,2023-03-05T00:00:00,2023-03-05T15:30:00,AWAY,TRUE,20019132,20000011,2023-03-08T04:00:16,1,30.6,21,1,4.1,10.4,39.5,50.3,1.9,3,38.2,2.2,3.4,40.8,0.4,0.4,61.1,0,1.1,1.1,0,6.1,2.3,4.1,0.4,0.4,1.1,0.4,17.7,10.7,50.7,25.3,29.2,0.6,1,5.5,16,31.8,34.4,31.8,-4.3,0.4,0,34.4,TRUE,TRUE,Scrambled
1075904,13,20002537,1,2023,Tyrese Haliburton,IND,PG,0,5621,5621,5621,23,Scrambled,Scrambled,2023-03-01T00:00:00,Scrambled,PG/SG,PG,PG,18,16,20000013,NA,Scrambled,19113,24,SA,2023-03-02T00:00:00,2023-03-02T20:30:00,AWAY,TRUE,20019113,20000024,2023-03-02T22:55:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,Scrambled
1074948,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5438,5682,5682,23,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,3,2,20000013,NA,Scrambled,19098,25,DAL,2023-02-28T00:00:00,2023-02-28T20:30:00,AWAY,TRUE,20019098,20000025,2023-03-03T04:00:16,1,31.4,21,31,3.4,11,30.6,34,2.6,4.5,35.6,0.7,2.2,20.3,4.5,5.6,48.9,0,2.6,2.6,0,13.1,4.6,2.2,0,0.4,0,0.4,19.6,15,39.9,23.8,17.7,0,1,0,19.8,32,32.2,32,-0.6,0,0,32.2,TRUE,TRUE,Scrambled
1073402,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5377,5743,5743,23,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,6,6,20000013,NA,Scrambled,19073,5,ORL,2023-02-25T00:00:00,2023-02-25T19:00:00,AWAY,TRUE,20019073,20000005,2023-02-28T04:00:11,1,22.7,20,16,1.9,3.4,34,40.8,1.1,1.9,36.7,0.7,1.5,30.6,1.1,1.5,45.8,0,0.4,0.4,0,1.1,0.5,5.2,0,0.4,0.7,0,5.6,4,41.7,17,30.1,0,0.9,5.8,6.1,23.3,24.9,23.3,5.6,0.4,0,24.9,TRUE,TRUE,Scrambled
1072256,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5255,5866,5866,23,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,2,4,20000013,NA,Scrambled,19056,9,BOS,2023-02-23T00:00:00,2023-02-23T19:00:00,HOME,TRUE,20019056,20000009,2023-02-26T04:00:09,1,32.5,24,14,2.6,5.2,30.6,34.9,1.5,2.2,40.8,1.1,3,22.9,1.9,1.9,61.1,0,0.4,0.4,0,1.1,0.6,5.2,1.1,0.7,0.4,1.1,13.4,6,42,21,29.1,1.4,1.7,2.2,12,35.6,34.7,35.6,3.4,0.4,0,34.7,TRUE,TRUE,Scrambled
1069430,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5438,5804,5804,23,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,6,1,20000013,NA,Scrambled,19042,11,CHI,2023-02-15T00:00:00,2023-02-15T19:00:00,HOME,TRUE,20019042,20000011,2023-02-18T04:00:10,1,18.6,21,4,1.9,4.1,27.8,33.3,1.5,3.4,27.1,0.4,0.7,30.6,1.9,1.9,61.1,0,0.7,0.7,0,2.5,1.3,3,0,0.4,0.7,0.4,6,4.9,37.6,12.2,20.7,0,1,4.9,11.7,19.2,19.6,19.2,1.9,0,0,19.6,TRUE,TRUE,Scrambled
1068929,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5316,5621,5621,21,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,13,12,20000013,NA,Scrambled,19027,17,UTA,2023-02-13T00:00:00,2023-02-13T19:00:00,HOME,TRUE,20019027,20000017,2023-02-16T04:00:16,1,34.3,21,32,4.5,14.7,30.6,35.6,3.4,6,34.3,1.1,3,22.9,1.1,1.1,61.1,0,0.4,0.4,0,1.5,0.7,4.5,1.1,0.4,0.4,1.5,18.3,15.5,35.9,23.9,34.2,1.5,1,1.4,20,36.8,36.5,36.8,0.4,0.4,0,36.5,TRUE,TRUE,Scrambled
1068516,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5316,5743,5743,21,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,5,4,20000013,NA,Scrambled,19017,1,WAS,2023-02-11T00:00:00,2023-02-11T19:00:00,AWAY,TRUE,20019017,20000001,2023-02-14T04:00:10,1,24.9,21,1,3,6,30.6,38.2,1.1,3,22.9,1.9,3,38.2,0,0,0,1.1,1.1,2.2,3.1,10.5,4.2,2.6,0.7,0,0.7,0,12.8,6,40.1,18.1,18.3,1.1,0,4.1,13.7,26.1,27.2,26.1,-10.4,0,0,27.2,TRUE,TRUE,Scrambled
1068064,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5377,5743,5743,21,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,2,2,20000013,NA,Scrambled,19005,29,PHO,2023-02-10T00:00:00,2023-02-10T19:00:00,HOME,TRUE,20019005,20000029,2023-02-13T04:00:15,1,17.5,15,17,2.6,3.4,47.5,54.3,1.9,1.9,61.1,0.7,1.5,30.6,0.7,0.7,61.1,0,0.4,0.4,0,1.5,0.8,1.9,1.1,0,1.5,0.4,11,3.7,55,20.1,25.2,2.2,0,17.6,14.2,19.4,19.4,19.4,-12.8,0,0,19.4,TRUE,TRUE,Scrambled
1067451,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5377,5804,5804,22,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,1,1,20000013,NA,Scrambled,18994,4,MIA,2023-02-08T00:00:00,2023-02-08T19:30:00,AWAY,TRUE,20018994,20000004,2023-02-11T04:00:11,1,17.4,23,0,1.1,3,22.9,30.6,0.4,0.7,30.6,0.7,2.2,20.3,1.1,2.2,30.6,0,0.7,0.7,0,2.4,1.2,3.7,0.4,0.4,1.5,0.7,4.1,4,32,4.7,23.2,0.5,0.8,16.7,11.4,18.6,20.2,18.6,-5.5,0.4,0,20.2,TRUE,TRUE,Scrambled
1066086,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5377,5682,5682,22,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,0,0,20000013,NA,Scrambled,18972,12,CLE,2023-02-05T00:00:00,2023-02-05T17:00:00,HOME,TRUE,20018972,20000012,2023-02-08T04:00:10,1,20.3,19,12,1.9,3.7,30.6,36.7,1.5,3,30.6,0.4,0.7,30.6,1.5,2.2,40.8,0.7,0.7,1.5,2.3,3,2.6,4.1,0,0,1.1,1.5,5.6,4.7,36.7,13.5,31.9,0,0,11.7,12.8,20.3,22.6,20.3,-18.3,0.4,0,22.6,TRUE,TRUE,Scrambled
1065006,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5560,5621,5621,22,Scrambled,Scrambled,2023-02-03T00:00:00,Scrambled,PG/SG,PG,PG,6,3,20000013,NA,Scrambled,18955,30,SAC,2023-02-03T00:00:00,2023-02-03T19:00:00,HOME,TRUE,20018955,20000030,2023-02-06T04:00:11,1,20.3,21,1,1.5,4.5,20.3,25.5,0.7,1.9,24.4,0.7,2.6,17.5,0,0,0,0,1.5,1.5,0,4.3,2.2,3.4,1.1,0,0.4,0,3.7,4.5,25.5,11,22.5,1.6,0,2.9,10.1,22.2,21.4,22.2,11,0,0,21.4,TRUE,TRUE,Scrambled
1064469,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5560,5377,5377,22,Scrambled,Scrambled,2023-01-11T00:00:00,Scrambled,PG/SG,PG,PG,18,16,20000013,NA,Scrambled,18947,27,LAL,2023-02-02T00:00:00,2023-02-02T19:00:00,HOME,TRUE,20018947,20000027,2023-02-05T04:00:12,1,28.4,21,19,4.1,14.7,28,33.1,2.6,4.1,38.9,1.5,4.9,18.8,0,0,0,0,0.7,0.7,0,1.9,1,4.5,0.7,0,1.5,0,15.9,14.7,33.1,16.9,32.9,1,0,5.3,20.7,29.6,31.8,29.6,0.7,0.4,0,31.8,TRUE,TRUE,Scrambled
1062604,13,20002537,1,2023,Tyrese Haliburton,IND,PG,0,5621,5621,5621,22,Scrambled,Scrambled,2023-01-11T00:00:00,Scrambled,PG/SG,PG,PG,12,13,20000013,NA,Scrambled,18922,21,MEM,2023-01-29T00:00:00,2023-01-29T18:00:00,AWAY,TRUE,20018922,20000021,2023-01-29T22:37:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,Scrambled
1061538,13,20002537,1,2023,Tyrese Haliburton,IND,PG,0,5743,5621,5621,22,Scrambled,Scrambled,2023-01-11T00:00:00,Scrambled,PG/SG,PG,PG,4,6,20000013,NA,Scrambled,18905,15,MIL,2023-01-27T00:00:00,2023-01-27T19:00:00,HOME,TRUE,20018905,20000015,2023-01-27T21:46:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,Scrambled
1060415,13,20002537,1,2023,Tyrese Haliburton,IND,PG,0,5743,5621,5621,22,Scrambled,Scrambled,2023-01-11T00:00:00,Scrambled,PG/SG,PG,PG,12,13,20000013,NA,Scrambled,18889,5,ORL,2023-01-25T00:00:00,2023-01-25T19:00:00,AWAY,TRUE,20018889,20000005,2023-01-25T21:36:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,Scrambled
1059954,13,20002537,1,2023,Tyrese Haliburton,IND,PG,0,5743,5560,5560,22,Scrambled,Scrambled,2023-01-11T00:00:00,Scrambled,PG/SG,PG,PG,12,1,20000013,NA,Scrambled,18882,11,CHI,2023-01-24T00:00:00,2023-01-24T19:00:00,HOME,TRUE,20018882,20000011,2023-01-24T21:42:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,Scrambled
1058626,13,20002537,1,2023,Tyrese Haliburton,IND,PG,0,5927,5621,5621,22,Scrambled,Scrambled,2023-01-11T00:00:00,Scrambled,PG/SG,PG,PG,3,3,20000013,NA,Scrambled,18866,29,PHO,2023-01-21T00:00:00,2023-01-21T21:00:00,AWAY,TRUE,20018866,20000029,2023-01-21T23:59:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,Scrambled
1058208,13,20002537,1,2023,Tyrese Haliburton,IND,PG,0,5927,5621,5621,22,Scrambled,Scrambled,2023-01-11T00:00:00,Scrambled,PG/SG,PG,PG,5,16,20000013,NA,Scrambled,18857,20,DEN,2023-01-20T00:00:00,2023-01-20T21:00:00,AWAY,TRUE,20018857,20000020,2023-01-20T23:31:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,Scrambled
1057136,13,20002537,1,2023,Tyrese Haliburton,IND,PG,0,5927,5621,5621,22,Scrambled,Scrambled,2023-01-11T00:00:00,Scrambled,PG/SG,PG,PG,15,4,20000013,NA,Scrambled,18842,18,OKC,2023-01-18T00:00:00,2023-01-18T20:00:00,AWAY,TRUE,20018842,20000018,2023-01-18T22:25:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,Scrambled
1056009,13,20002537,1,2023,Tyrese Haliburton,IND,PG,0,5804,5621,5621,4,Scrambled,Scrambled,2023-01-11T00:00:00,Scrambled,PG/SG,PG,PG,3,4,20000013,NA,Scrambled,18826,15,MIL,2023-01-16T00:00:00,2023-01-16T14:30:00,AWAY,TRUE,20018826,20000015,2023-01-16T21:46:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,Scrambled
1055050,13,20002537,1,2023,Tyrese Haliburton,IND,PG,0,5804,5621,5621,4,Scrambled,Scrambled,2023-01-11T00:00:00,Scrambled,PG/SG,PG,PG,6,10,20000013,NA,Scrambled,18811,21,MEM,2023-01-14T00:00:00,2023-01-14T19:00:00,HOME,TRUE,20018811,20000021,2023-01-14T21:34:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,Scrambled
1054403,13,20002537,1,2023,Tyrese Haliburton,IND,PG,0,5804,5927,5927,22,Scrambled,Scrambled,2023-01-11T00:00:00,Scrambled,PG/SG,PG,PG,16,4,20000013,NA,Scrambled,18802,3,ATL,2023-01-13T00:00:00,2023-01-13T19:00:00,HOME,TRUE,20018802,20000003,2023-01-13T21:48:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,Scrambled
1053496,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5804,5621,5621,23,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,3,15,20000013,NA,Scrambled,18791,6,NY,2023-01-11T00:00:00,2023-01-11T19:30:00,AWAY,TRUE,20018791,20000006,2023-01-14T04:00:10,1,16.6,16,4,2.2,4.5,30.6,30.6,1.9,2.6,43.6,0.4,1.9,12.2,0.7,1.1,40.8,0,1.1,1.1,0,4.4,2.2,2.6,0.4,0,1.5,0.4,5.6,5,34,11.5,23.3,0.7,0,14.1,16.6,17.2,18.2,17.2,-9.2,0,0,18.2,TRUE,TRUE,Scrambled
1052048,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5866,5499,5499,23,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,18,13,20000013,NA,Scrambled,18767,2,CHA,2023-01-08T00:00:00,2023-01-08T17:00:00,HOME,TRUE,20018767,20000002,2023-01-11T04:00:10,1,28.4,21,11,1.5,3.7,24.4,30.6,0.7,1.5,30.6,0.7,2.2,20.3,2.2,2.2,61.1,0,1.9,1.9,0,5.5,2.8,4.9,1.1,0,0.4,1.1,6,4.7,39.1,18.6,33.2,1.5,0,2.7,5.9,30.2,30.4,30.2,1.1,0.4,0,30.4,TRUE,TRUE,Scrambled
