StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,FanDuelSalary,DraftKingsSalary,FantasyDataSalary,YahooSalary,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelPosition,DraftKingsPosition,YahooPosition,OpponentRank,OpponentPositionRank,GlobalTeamID,FantasyDraftSalary,FantasyDraftPosition,GameID,OpponentID,Opponent,Day,DateTime,HomeOrAway,IsGameOver,GlobalGameID,GlobalOpponentID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
1084896,7,20002546,1,2023,Tyrese Maxey,PHI,PG,1,7770,8984,8984,25,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,16,32,20000007,NA,Scrambled,19240,11,CHI,2023-03-20T00:00:00,2023-03-20T19:00:00,HOME,TRUE,20019240,20000011,2023-03-23T04:00:08,1,44.9,56,12,10.9,23.1,57.5,63.9,10.3,14.6,70.8,2.9,10.3,34.7,2.9,2.9,121.4,0,7.4,7.4,0,15.6,9.6,8.8,0,1.5,2.9,1.5,26.7,24.1,66.8,20.4,34.3,0,3,11.1,28.1,46.1,47.6,46.1,10.9,0,0,47.6,TRUE,TRUE,Scrambled
1083923,7,20002546,1,2023,Tyrese Maxey,PHI,PG,1,7405,8012,8012,24,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,30,12,20000007,NA,Scrambled,19226,13,IND,2023-03-18T00:00:00,2023-03-18T19:00:00,AWAY,TRUE,20019226,20000013,2023-03-21T04:00:11,1,55.7,42,23,14.6,21.9,81,94.4,10.3,10.9,94.4,7.4,10.9,67.5,2.9,2.9,121.4,1.5,1.5,2.9,5.7,5.6,5.6,10.3,1.5,0,0,2.9,37.6,22.9,99.1,50.3,30.6,2.1,0,0,29.8,56.9,58.9,56.9,18.2,0,0,58.9,TRUE,TRUE,Scrambled
1083268,7,20002546,1,2023,Tyrese Maxey,PHI,PG,1,7648,7648,7648,24,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,30,19,20000007,NA,Scrambled,19216,2,CHA,2023-03-17T00:00:00,2023-03-17T19:00:00,AWAY,TRUE,20019216,20000002,2023-03-20T04:00:12,1,19.9,34,67,5.9,12.1,48.6,72.8,1.5,4.4,40.4,4.4,10.3,52.1,2.9,2.9,121.4,1.5,1.5,2.9,5.8,4.4,5,2.9,0,0,2.9,4.4,15.8,13.2,71.7,13.5,10.2,0,0,18.8,22.4,19.9,23.1,19.9,25.5,0,0,23.1,TRUE,TRUE,Scrambled
1082296,7,20002546,1,2023,Tyrese Maxey,PHI,PG,1,7891,8255,8255,24,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,1,1,20000007,NA,Scrambled,19204,12,CLE,2023-03-15T00:00:00,2023-03-15T19:30:00,AWAY,TRUE,20019204,20000012,2023-03-18T04:00:10,1,35.6,41,69,11.8,17,69.3,86.7,4.4,10.3,52.1,7.4,10.3,86.7,2.9,2.9,121.4,1.5,4.4,5.9,5.9,11.1,10.2,4.4,0,0,4.4,1.5,27.9,18.1,93.1,28.2,17.8,0,0,20.4,28.4,35.6,40.7,35.6,11.8,0,0,40.7,TRUE,TRUE,Scrambled
1080960,7,20002546,1,2023,Tyrese Maxey,PHI,PG,1,8012,8862,8862,27,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,16,24,20000007,NA,Scrambled,19185,1,WAS,2023-03-12T00:00:00,2023-03-12T18:00:00,HOME,TRUE,20019185,20000001,2023-03-15T04:00:09,1,11.8,34,35,4.4,10.9,40.4,53.9,1.5,5.9,30.4,2.9,7.4,48.6,0,0,0,0,1.5,1.5,0,6.4,3.2,1.5,0,0,1.5,4.4,11.8,10.9,53.9,3.6,6.9,0,0,12.1,20.8,11.8,13.7,11.8,10.3,0,0,13.7,TRUE,TRUE,Scrambled
1079854,7,20002546,1,2023,Tyrese Maxey,PHI,PG,1,8012,9105,9105,27,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,22,23,20000007,NA,Scrambled,19167,19,POR,2023-03-10T00:00:00,2023-03-10T19:00:00,HOME,TRUE,20019167,20000019,2023-03-13T04:00:12,1,27.7,42,55,7.4,11.8,75.9,91,5.9,7.4,97.1,1.5,4.4,40.4,2.9,2.9,121.4,1.5,4.4,5.9,4.6,14,10.1,2.9,1.5,0,0,2.9,15.8,10.8,87.7,21.4,10.9,2.1,0,0,13.8,28.9,28.5,28.9,-1.2,0,0,28.5,TRUE,TRUE,Scrambled
1078468,7,20002546,1,2023,Tyrese Maxey,PHI,PG,1,7770,7041,7041,25,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,23,32,20000007,NA,Scrambled,19148,16,MIN,2023-03-07T00:00:00,2023-03-07T19:30:00,AWAY,TRUE,20019148,20000016,2023-03-10T04:00:18,1,48.9,36,61,10.9,19.4,68.2,83.5,7.4,10.9,67.5,5.9,10.3,69.3,7.4,7.4,121.4,0,5.9,5.9,0,14.5,10.4,7.4,1.5,1.5,4.4,4.4,32.8,22.1,91,41.4,36.4,2.4,4.6,17.2,37.7,51.4,53.4,51.4,31.6,0,0,53.4,TRUE,TRUE,Scrambled
1077995,7,20002546,1,2023,Tyrese Maxey,PHI,PG,1,8255,6677,6677,25,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,30,35,20000007,NA,Scrambled,19141,13,IND,2023-03-06T00:00:00,2023-03-06T19:00:00,AWAY,TRUE,20019141,20000013,2023-03-09T04:00:10,1,35.2,45,0,11.8,15.8,74.7,102.7,2.9,5.9,60.7,8.8,10.9,81,2.9,2.9,121.4,0,0,0,0,0,0,2.9,1.5,0,0,2.9,29.1,16.9,104,32.3,10.2,1.8,0,0,19.9,36.4,38.8,36.4,-1.2,0,0,38.8,TRUE,TRUE,Scrambled
1077012,7,20002546,1,2023,Tyrese Maxey,PHI,PG,1,8012,6556,6556,25,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,10,3,20000007,NA,Scrambled,19128,15,MIL,2023-03-04T00:00:00,2023-03-04T20:30:00,AWAY,TRUE,20019128,20000015,2023-03-07T04:00:09,1,37.1,49,49,11.8,14.6,81,91,8.8,10.3,104,2.9,7.4,48.6,11.8,11.8,121.4,1.5,2.9,4.4,4.2,10.2,7,0,1.5,0,1.5,1.5,31.6,18.8,101.9,31.6,0,1.8,0,8.9,22.5,38.4,39.2,38.4,-1.2,0,0,39.2,TRUE,TRUE,Scrambled
1075883,7,20002546,1,2023,Tyrese Maxey,PHI,PG,1,7527,5949,5949,24,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,11,4,20000007,NA,Scrambled,19112,25,DAL,2023-03-02T00:00:00,2023-03-02T19:30:00,AWAY,TRUE,20019112,20000025,2023-03-05T04:00:09,1,44.2,41,36,14.6,25.5,69.3,81,10.9,19.4,68.2,4.4,7.4,72.8,2.9,2.9,121.4,0,2.9,2.9,0,11.1,6,2.9,1.5,0,0,2.9,35.2,26.6,80,36.8,11.9,2.1,0,0,35.3,45.4,46.1,45.4,4.4,0,0,46.1,TRUE,TRUE,Scrambled
1075402,7,20002546,1,2023,Tyrese Maxey,PHI,PG,1,8012,6313,6313,24,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,3,4,20000007,NA,Scrambled,19105,4,MIA,2023-03-01T00:00:00,2023-03-01T19:30:00,AWAY,TRUE,20019105,20000004,2023-03-04T04:00:12,1,53.8,45,36,12.1,20.6,71.4,85.7,8.8,12.1,72.8,5.9,10.3,69.3,4.4,4.4,121.4,0,5.9,5.9,0,16.8,10.2,10.3,1.5,0,0,4.4,32.8,22.2,88.6,40,38.6,2.1,0,0,28.3,55,56.5,55,13.4,0,0,56.5,TRUE,TRUE,Scrambled
1074411,7,20002546,1,2023,Tyrese Maxey,PHI,PG,0,8255,6313,6313,24,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,3,4,20000007,NA,Scrambled,19088,4,MIA,2023-02-27T00:00:00,2023-02-27T19:00:00,HOME,TRUE,20019088,20000004,2023-03-02T05:53:47,1,30.6,33,33,11.8,19.4,60.7,75.9,5.9,10.9,53.9,5.9,10.3,69.3,4.4,5.9,91,0,1.5,1.5,0,6.1,3.4,2.9,0,0,2.9,8.8,27.9,21.6,77.6,25.4,23.6,0,0,12.3,40.6,30.6,34.3,30.6,0,0,0,34.3,TRUE,TRUE,Scrambled
1073513,7,20002546,1,2023,Tyrese Maxey,PHI,PG,0,7770,6434,6434,25,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,9,13,20000007,NA,Scrambled,19077,9,BOS,2023-02-25T00:00:00,2023-02-25T20:30:00,HOME,TRUE,20019077,20000009,2023-02-28T04:00:11,1,18.7,30,9,5.9,12.1,48.6,48.6,5.9,11.8,60.7,0,2.9,0,0,0,0,0,2.9,2.9,0,10.8,6.5,2.9,1.5,0,0,2.9,11.8,12.1,48.6,11,17,3,0,0,22.4,19.9,18.8,19.9,-13.4,0,0,18.8,TRUE,TRUE,Scrambled
1072327,7,20002546,1,2023,Tyrese Maxey,PHI,PG,0,7770,6434,6434,25,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,22,27,20000007,NA,Scrambled,19060,21,MEM,2023-02-23T00:00:00,2023-02-23T19:30:00,HOME,TRUE,20019060,20000021,2023-02-26T04:00:09,1,29.6,45,1,8.8,21.9,40.4,40.4,8.8,14.6,60.7,0,8.8,0,5.9,5.9,121.4,0,2.9,2.9,0,7.8,4.1,5.9,0,0,0,2.9,19.4,24,48.6,12,24,0,0,0,28.3,29.6,29.7,29.6,11.8,0,0,29.7,TRUE,TRUE,Scrambled
1069490,7,20002546,1,2023,Tyrese Maxey,PHI,PG,0,7891,6677,6677,25,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,1,1,20000007,NA,Scrambled,19043,12,CLE,2023-02-15T00:00:00,2023-02-15T19:30:00,HOME,TRUE,20019043,20000012,2023-02-18T04:00:11,1,23.6,33,56,8.8,14.6,60.7,70.8,5.9,11.8,60.7,2.9,5.9,60.7,2.9,2.9,121.4,1.5,1.5,2.9,7.7,6.4,7,2.9,0,0,2.9,4.4,19.4,15.6,74.7,19.3,14.7,0,0,16.3,30.7,23.6,26.1,23.6,-12.1,0,0,26.1,TRUE,TRUE,Scrambled
1068826,7,20002546,1,2023,Tyrese Maxey,PHI,PG,0,7527,6313,6313,24,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,32,36,20000007,NA,Scrambled,19028,22,HOU,2023-02-13T00:00:00,2023-02-13T19:00:00,HOME,TRUE,20019028,20000022,2023-02-16T04:00:16,1,53.4,41,55,12.1,19.4,75.9,91,8.8,11.8,91,5.9,11.8,60.7,2.9,2.9,121.4,1.5,5.9,7.4,6,14.6,10.5,8.8,2.9,0,1.5,2.9,31.6,20.5,92.9,43.7,31.2,4.2,0,8.2,28.4,55.8,56.8,55.8,34,0,0,56.8,TRUE,TRUE,Scrambled
1068439,7,20002546,1,2023,Tyrese Maxey,PHI,PG,0,6920,7041,7041,24,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,11,18,20000007,NA,Scrambled,19015,8,BKN,2023-02-11T00:00:00,2023-02-11T18:00:00,AWAY,TRUE,20019015,20000008,2023-02-14T04:00:10,1,23.4,40,49,5.9,13.4,44.2,44.2,5.9,10.3,69.3,0,5.9,0,5.9,5.9,121.4,0,5.9,5.9,0,15.4,10.1,4.4,0,0,2.9,2.9,14.6,15.5,56.1,12.1,19,0,0,16.4,26,23.4,24.9,23.4,20.6,0,0,24.9,TRUE,TRUE,Scrambled
1068103,7,20002546,1,2023,Tyrese Maxey,PHI,PG,0,7041,6313,6313,24,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,15,29,20000007,NA,Scrambled,19006,6,NY,2023-02-10T00:00:00,2023-02-10T19:00:00,HOME,TRUE,20019006,20000006,2023-02-13T04:00:15,1,42.5,39,42,10.9,19.4,68.2,91,5.9,11.8,60.7,7.4,11.8,75.9,5.9,7.4,97.1,0,0,0,0,0,0,2.9,4.4,0,1.5,4.4,32.8,22.1,91,39.1,11.6,6.9,0,7.7,34.1,46.1,46.1,46.1,32.8,0,0,46.1,TRUE,TRUE,Scrambled
1067490,7,20002546,1,2023,Tyrese Maxey,PHI,PG,0,7284,6677,6677,25,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,6,10,20000007,NA,Scrambled,18993,9,BOS,2023-02-08T00:00:00,2023-02-08T19:30:00,AWAY,TRUE,20018993,20000009,2023-02-11T04:00:11,1,17,27,33,4.4,17,26,26,4.4,13.4,33.1,0,4.4,0,0,1.5,0,4.4,2.9,7.4,16.6,15.3,16,2.9,0,0,1.5,4.4,8.8,17.5,25.1,-4.5,17,0,0,9.5,41,17,17.9,17,-12.1,0,0,17.9,TRUE,TRUE,Scrambled
1066143,7,20002546,1,2023,Tyrese Maxey,PHI,PG,0,7405,7163,7163,28,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,15,29,20000007,NA,Scrambled,18973,6,NY,2023-02-05T00:00:00,2023-02-05T18:00:00,AWAY,TRUE,20018973,20000006,2023-02-08T04:00:11,1,16,28,70,5.9,11.8,60.7,60.7,5.9,10.3,69.3,0,1.5,0,5.9,7.4,97.1,0,1.5,1.5,0,5.9,3.2,0,0,0,0,4.4,14.6,12.4,72.8,16.1,0,0,0,0,24.6,16,16.1,16,-27.9,0,0,16.1,TRUE,TRUE,Scrambled
1065159,7,20002546,1,2023,Tyrese Maxey,PHI,PG,0,7284,7163,7163,27,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,36,34,20000007,NA,Scrambled,18960,24,SA,2023-02-03T00:00:00,2023-02-03T20:00:00,AWAY,TRUE,20018960,20000024,2023-02-06T04:00:11,1,46.9,33,27,11.8,18.2,64.7,81,7.4,13.4,55.2,4.4,5.9,91,8.8,10.3,104,2.9,1.5,4.4,10.6,7.6,10.5,5.9,1.5,1.5,0,0,30.4,21.9,84.3,51.2,26.6,2.6,3.8,0,33.5,49.3,48.9,49.3,7.4,0,0,48.9,TRUE,TRUE,Scrambled
1063859,7,20002546,1,2023,Tyrese Maxey,PHI,PG,0,7648,7405,7405,29,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,25,25,20000007,NA,Scrambled,18939,5,ORL,2023-02-01T00:00:00,2023-02-01T19:00:00,HOME,TRUE,20018939,20000005,2023-02-04T04:00:09,1,18.5,38,33,2.9,13.4,22.1,22.1,1.5,8.8,20.3,1.5,7.4,24.3,7.4,8.8,101.1,0,1.5,1.5,0,4.7,2.5,2.9,1.5,0,1.5,2.9,12.1,16.6,44.9,6.3,12,2.3,0,10.1,25.2,19.7,19.7,19.7,10.9,0,0,19.7,TRUE,TRUE,Scrambled
1062922,7,20002546,1,2023,Tyrese Maxey,PHI,PG,0,8012,7891,7891,32,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,25,27,20000007,NA,Scrambled,18925,5,ORL,2023-01-30T00:00:00,2023-01-30T19:00:00,HOME,TRUE,20018925,20000005,2023-02-02T04:00:14,1,13.6,33,53,5.9,10.9,53.9,53.9,5.9,7.4,97.1,0,5.9,0,0,0,0,0,1.5,1.5,0,4.9,2.7,2.9,0,0,1.5,5.9,11.8,10.9,53.9,5.8,12.7,0,0,12.1,18.4,13.6,14.3,13.6,-20.6,0,0,14.3,TRUE,TRUE,Scrambled
1061913,7,20002546,1,2023,Tyrese Maxey,PHI,PG,0,8012,7648,7648,32,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,12,28,20000007,NA,Scrambled,18910,20,DEN,2023-01-28T00:00:00,2023-01-28T15:00:00,HOME,TRUE,20018910,20000020,2023-01-31T04:00:11,1,28.7,36,38,5.9,13.4,44.2,55.2,2.9,8.8,40.4,2.9,7.4,48.6,4.4,8.8,60.7,0,4.4,4.4,0,17.3,9.3,8.8,0,0,2.9,1.5,15.8,16.6,58.4,15.1,28.8,0,0,15.5,27,28.7,31.3,28.7,17,0,0,31.3,TRUE,TRUE,Scrambled
1060447,7,20002546,1,2023,Tyrese Maxey,PHI,PG,0,7648,7891,7891,30,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,7,23,20000007,NA,Scrambled,18890,8,BKN,2023-01-25T00:00:00,2023-01-25T19:30:00,HOME,TRUE,20018890,20000008,2023-01-28T04:00:10,1,51.1,36,13,11.8,17,69.3,95.4,2.9,7.4,48.6,8.8,10.9,81,7.4,7.4,121.4,0,4.4,4.4,0,18.7,10.5,7.4,2.9,0,0,1.5,32.8,19.7,102.5,52.5,33,4.9,0,0,29.3,53.5,54.9,53.5,-7.3,0,0,54.9,TRUE,TRUE,Scrambled
1058650,7,20002546,1,2023,Tyrese Maxey,PHI,PG,1,7284,7405,7405,30,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,19,12,20000007,NA,Scrambled,18867,30,SAC,2023-01-21T00:00:00,2023-01-21T22:00:00,AWAY,TRUE,20018867,20000030,2023-01-24T04:00:12,1,51.7,50,21,14.6,35.2,50.3,54.4,12.1,25.5,57.8,2.9,11.8,30.4,8.8,8.8,121.4,0,4.4,4.4,0,12.4,6.9,8.8,0,0,2.9,2.9,38.8,38.4,61.7,25.3,24.2,0,0,8.8,40.2,51.7,54.3,51.7,-4.9,0,0,54.3,TRUE,TRUE,Scrambled
1057580,7,20002546,1,2023,Tyrese Maxey,PHI,PG,0,7891,7527,7527,30,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,SG,17,22,20000007,NA,Scrambled,18851,19,POR,2023-01-19T00:00:00,2023-01-19T22:00:00,AWAY,TRUE,20018851,20000019,2023-01-22T04:00:11,1,27.2,34,41,10.3,14.6,70.8,81,8.8,11.8,91,1.5,5.9,30.4,0,0,0,0,2.9,2.9,0,9.7,5.7,2.9,1.5,0,0,0,18.2,14.6,75.9,25.9,13.9,2.6,0,0,24.1,28.4,27.9,28.4,-4.9,0,0,27.9,TRUE,TRUE,Scrambled
