PlayerID,SportsDataID,Status,TeamID,Team,Jersey,PositionCategory,Position,FirstName,LastName,Height,Weight,BirthDate,BirthCity,BirthState,BirthCountry,HighSchool,College,Salary,PhotoUrl,Experience,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,FantasyAlarmPlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,FanDuelName,DraftKingsName,YahooName,DepthChartPosition,DepthChartOrder,GlobalTeamID,FantasyDraftName,FantasyDraftPlayerID,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated,NbaDotComPlayerID
20000483,,Active,30,SAC,40,F,SF,Harrison,Barnes,80,225,1992-05-30T00:00:00,Ames,IA,USA,NA,North Carolina,17000000,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,11,ce8d0944-b277-499e-9701-02a5f1828615,1827,3305,200215,552336,748083,3226,Scrambled,Scrambled,NA,Scrambled,15946,552336,5013,Harrison Barnes,Harrison Barnes,Harrison Barnes,SF,3,20000030,Harrison Barnes,552336,8256677,http://cdn.usatsimg.com/api/download/?imageID=21650713,http://cdn.usatsimg.com/api/download/?imageID=21697058,2023-10-14T19:26:00,2023-10-21T01:49:19,203084
20000485,,Active,26,GS,30,G,PG,Stephen,Curry,74,185,1988-03-14T00:00:00,Akron,OH,USA,NA,Davidson,51915615,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,13,8ec91366-faea-4196-bbfd-b8fab7434795,1611,3014,200523,338365,733822,1942,Scrambled,Scrambled,NA,Scrambled,9524,338365,4612,Stephen Curry,Stephen Curry,Stephen Curry,PG,3,20000026,Stephen Curry,338365,8247458,http://cdn.usatsimg.com/api/download/?imageID=21673366,http://cdn.usatsimg.com/api/download/?imageID=21720482,2023-10-18T10:13:32,2023-10-24T00:12:32,201939
20000486,,Active,26,GS,11,G,SG,Klay,Thompson,78,220,1990-02-08T00:00:00,Los Angeles,CA,USA,NA,Washington State,43219440,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,10,4e152a06-673e-4701-b115-aa7e2cd00d2d,1837,3197,200397,457611,740166,3106,Scrambled,Scrambled,NA,Scrambled,14509,457611,4892,Klay Thompson,Klay Thompson,Klay Thompson,SF,6,20000026,Klay Thompson,457611,8247475,http://cdn.usatsimg.com/api/download/?imageID=21674570,http://cdn.usatsimg.com/api/download/?imageID=21720476,2023-10-18T13:38:40,2023-10-24T00:10:51,202691
20000492,,Active,20,DEN,9,F,SF,Justin,Holiday,78,180,1989-04-05T00:00:00,Mission Hills,CA,USA,NA,Washington,2019706,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,10,05dea31d-f1ff-491b-9f17-8be88b26f413,2079,3242,200359,395365,737092,3019,Scrambled,Scrambled,NA,Scrambled,16604,395365,5142,Justin Holiday,Justin Holiday,Justin Holiday,SF,6,20000020,Justin Holiday,395365,8315594,http://cdn.usatsimg.com/api/download/?imageID=21623412,http://cdn.usatsimg.com/api/download/?imageID=21685089,2023-10-11T14:36:22,2023-10-19T21:40:26,203200
20000497,,Active,15,MIL,34,F,PF,Giannis,Antetokounmpo,83,243,1994-12-06T00:00:00,Athens,NA,Greece,NA,None,45640084,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,10,6c60282d-165a-4cba-8e5a-4f2d9d4c5905,2143,3456,200410,739957,755620,2444,Scrambled,Scrambled,NA,Scrambled,40199,739957,5185,Giannis Antetokounmpo,Giannis Antetokounmpo,Giannis Antetokounmpo,PF,3,20000015,Giannis Antetokounmpo,739957,8247766,http://cdn.usatsimg.com/api/download/?imageID=21680059,http://cdn.usatsimg.com/api/download/?imageID=21720332,2023-10-19T08:41:18,2023-10-23T23:37:03,203507
20000500,,Active,15,MIL,22,F,SF,Khris,Middleton,79,222,1991-08-12T00:00:00,North Charleston,SC,USA,NA,Texas A&M,29320988,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,11,4c362eee-6474-40ea-b1b4-d8f917f95175,2017,3356,200276,512053,744051,3276,Scrambled,Scrambled,NA,Scrambled,16261,512053,5073,Khris Middleton,Khris Middleton,Khris Middleton,SF,3,20000015,Khris Middleton,512053,8247790,http://cdn.usatsimg.com/api/download/?imageID=21680090,http://cdn.usatsimg.com/api/download/?imageID=21720314,2023-10-19T09:01:15,2023-10-23T23:32:36,203114
20000515,,Active,4,MIA,22,F,SF,Jimmy,Butler,79,230,1989-09-14T00:00:00,Houston,TX,USA,NA,Marquette,45183960,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,12,0e163d44-67a7-4107-9421-5333600166bb,1870,3231,200366,458730,740461,3045,Scrambled,Scrambled,NA,Scrambled,14528,458730,4912,Jimmy Butler,Jimmy Butler,Jimmy Butler,SG,3,20000004,Jimmy Butler,458730,8247497,http://cdn.usatsimg.com/api/download/?imageID=21629755,http://cdn.usatsimg.com/api/download/?imageID=21685487,2023-10-12T12:07:12,2023-10-19T22:13:17,202710
20000516,,Active,21,MEM,23,G,PG,Derrick,Rose,75,200,1988-10-04T00:00:00,Chicago,IL,USA,NA,Memphis,3196448,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,14,48341095-ae5a-4d61-bcc8-1b0ceed870b2,1476,2921,200495,399612,736477,1944,Scrambled,Scrambled,2024-02-29T00:00:00,Scrambled,9475,399612,4387,Derrick Rose,Derrick Rose,Derrick Rose,NA,NA,20000021,Derrick Rose,399612,8315609,http://cdn.usatsimg.com/api/download/?imageID=21629201,http://cdn.usatsimg.com/api/download/?imageID=21685394,2023-10-12T10:29:05,2023-10-19T22:08:46,201565
20000517,,Active,14,DET,67,F,PF,Taj,Gibson,81,232,1985-06-24T00:00:00,Brooklyn,NY,USA,NA,Southern California,348225,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,12,9c8dc8ee-6207-48d5-81ee-f362f5e17f9b,1628,3035,200315,330057,733302,2081,Scrambled,Scrambled,2024-03-19T00:00:00,Scrambled,9481,330057,4631,Taj Gibson,Taj Gibson,Taj Gibson,NA,NA,20000014,Taj Gibson,330057,8339579,http://cdn.usatsimg.com/api/download/?imageID=19260683,http://cdn.usatsimg.com/api/download/?imageID=19260682,2022-10-19T17:58:30,2022-10-19T17:58:27,201959
20000522,,Active,13,IND,20,F,SF,Doug,McDermott,78,225,1992-01-03T00:00:00,Grand Forks,ND,USA,NA,Creighton,13750000,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,9,66156be8-6202-40bd-bdc2-014a46bee28f,2332,3579,200178,554804,748569,3713,Scrambled,Scrambled,NA,Scrambled,18256,554804,5322,Doug McDermott,Doug McDermott,Doug McDermott,SG,9,20000013,Doug McDermott,554804,8338128,http://cdn.usatsimg.com/api/download/?imageID=13714866,http://cdn.usatsimg.com/api/download/?imageID=13714881,2019-11-26T10:24:16,2019-11-26T10:24:43,203926
20000539,,Active,25,DAL,7,C,C,Dwight,Powell,82,240,1991-07-20T00:00:00,Toronto,ON,Canada,NA,Stanford,4000000,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,9,a465418b-0933-40b4-8f01-253d046872e1,2297,3610,200320,552309,749124,3207,Scrambled,Scrambled,NA,Scrambled,16196,552309,5356,Dwight Powell,Dwight Powell,Dwight Powell,C,9,20000025,Dwight Powell,552309,8256673,http://cdn.usatsimg.com/api/download/?imageID=19230474,http://cdn.usatsimg.com/api/download/?imageID=19230473,2022-10-14T14:18:15,2022-10-14T14:18:11,203939
20000544,,Active,28,LAC,1,G,SG,James,Harden,77,220,1989-08-26T00:00:00,Bellflower,CA,USA,NA,Arizona State,35640000,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,14,a52b2c84-9c3d-4d6e-8a3b-10e75d11c2bc,1597,3018,200435,395388,737070,2062,Scrambled,Scrambled,NA,Scrambled,9644,395388,4563,James Harden,James Harden,James Harden,PG,3,20000028,James Harden,395388,8322308,http://cdn.usatsimg.com/api/download/?imageID=21649987,http://cdn.usatsimg.com/api/download/?imageID=21649982,2023-10-14T18:23:21,2023-10-14T18:23:06,201935
20000549,,Active,3,ATL,15,C,C,Clint,Capela,82,256,1994-05-18T00:00:00,Geneva,NA,Switzerland,NA,None,20616000,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,9,c37dafbb-a269-41f6-813f-bdb4da388203,2385,3587,200335,830647,761257,3766,Scrambled,Scrambled,NA,Scrambled,55059,830647,5336,Clint Capela,Clint Capela,Clint Capela,C,3,20000003,Clint Capela,830647,8255303,http://cdn.usatsimg.com/api/download/?imageID=21636927,http://cdn.usatsimg.com/api/download/?imageID=21684850,2023-10-13T09:23:42,2023-10-19T21:16:17,203991
20000554,,Active,15,MIL,21,G,PG,Patrick,Beverley,74,180,1988-07-12T00:00:00,Chicago,IL,USA,NA,Arkansas,2019706,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,11,912e7aa3-dd03-4a98-9980-0442e108f287,1645,3072,200525,332691,747396,2127,Scrambled,Scrambled,NA,Scrambled,12474,332691,4647,Patrick Beverley,Patrick Beverley,Patrick Beverley,PG,6,20000015,Patrick Beverley,332691,8338137,http://cdn.usatsimg.com/api/download/?imageID=21649912,http://cdn.usatsimg.com/api/download/?imageID=21692558,2023-10-14T18:19:38,2023-10-20T20:02:07,201976
20000560,,Active,21,MEM,36,G,PG,Marcus,Smart,75,220,1994-03-06T00:00:00,Flower Mound,TX,USA,NA,Oklahoma State,18833712,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,9,af460d21-b1d8-46bb-a228-61ac4fb9ccf9,2126,3575,200539,697132,751523,3751,Scrambled,Scrambled,2024-02-22T00:00:00,Scrambled,23670,697132,5317,Marcus Smart,Marcus Smart,Marcus Smart,NA,NA,20000021,Marcus Smart,697132,8315610,http://cdn.usatsimg.com/api/download/?imageID=21629199,http://cdn.usatsimg.com/api/download/?imageID=21685389,2023-10-12T10:28:44,2023-10-19T22:08:21,203935
20000561,,Active,29,PHO,4,G,PG,Isaiah,Thomas,69,185,1989-02-07T00:00:00,Tacoma,WA,USA,NA,Washington,NA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,8,bda5388e-a657-4e2c-8e12-6ed474518d25,1889,3240,200547,457605,740157,3083,Scrambled,Scrambled,NA,Scrambled,14559,457605,4942,Isaiah Thomas,Isaiah Thomas,Isaiah Thomas,PG,9,20000029,Isaiah Thomas,457605,8340272,http://cdn.usatsimg.com/api/download/?imageID=17413558,http://cdn.usatsimg.com/api/download/?imageID=17413561,2021-12-26T20:35:26,2021-12-26T20:35:49,202738
20000562,,Active,15,MIL,99,F,PF,Jae,Crowder,78,235,1990-07-06T00:00:00,Villa Rica,GA,USA,NA,Marquette,2019760,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,11,db74c5dd-08bd-41a5-99ba-328e9b18aeb5,2016,3324,200222,552381,747620,3405,Scrambled,Scrambled,NA,Scrambled,15800,552381,5068,Jae Crowder,Jae Crowder,Jae Crowder,PF,6,20000015,Jae Crowder,552381,8310112,http://cdn.usatsimg.com/api/download/?imageID=21680114,http://cdn.usatsimg.com/api/download/?imageID=21720322,2023-10-19T09:07:53,2023-10-23T23:35:17,203109
20000564,,Active,10,TOR,41,F,PF,Kelly,Olynyk,83,240,1991-04-19T00:00:00,Toronto,ON,Canada,NA,Gonzaga,12195122,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,10,8e288d6e-50b8-404b-812b-823ae5bab61f,2133,3443,200095,514882,745280,3611,Scrambled,Scrambled,NA,Scrambled,22541,514882,5164,Kelly Olynyk,Kelly Olynyk,Kelly Olynyk,C,6,20000010,Kelly Olynyk,514882,8338244,http://cdn.usatsimg.com/api/download/?imageID=21624626,http://cdn.usatsimg.com/api/download/?imageID=21685353,2023-10-11T17:02:46,2023-10-19T22:04:45,203482
20000571,,Active,27,LAL,23,F,SF,LeBron,James,81,250,1984-12-30T00:00:00,Akron,OH,USA,St. Vincent–St. Mary (OH),None,47607350,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,20,0afbe608-940a-4d5d-a1f7-468718c67d91,927,2344,200144,214152,543582,900,Scrambled,Scrambled,NA,Scrambled,9488,214152,3704,LeBron James,LeBron James,LeBron James,PF,3,20000027,LeBron James,214152,8247441,http://cdn.usatsimg.com/api/download/?imageID=22174992,http://cdn.usatsimg.com/api/download/?imageID=22202914,2023-12-26T13:46:30,2023-12-31T19:28:47,2544
20000572,,Active,4,MIA,42,F,PF,Kevin,Love,80,245,1988-09-07T00:00:00,Santa Monica,CA,USA,NA,UCLA,3835738,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,15,7d615ccd-db96-42a3-9a6c-7f18ea25634e,1504,2931,200300,395374,737540,1940,Scrambled,Scrambled,NA,Scrambled,9874,395374,4391,Kevin Love,Kevin Love,Kevin Love,NA,NA,20000004,Kevin Love,395374,8310303,http://cdn.usatsimg.com/api/download/?imageID=21629756,http://cdn.usatsimg.com/api/download/?imageID=21685491,2023-10-12T12:07:34,2023-10-19T22:13:28,201567
20000574,,Active,25,DAL,11,G,PG,Kyrie,Irving,74,195,1992-03-23T00:00:00,Melbourne,NA,Australia,NA,Duke,37037037,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,12,dd146010-902b-4ad7-b98c-650d0363a2f0,1820,3186,200551,551768,747932,2739,Scrambled,Scrambled,NA,Scrambled,14498,551768,4840,Kyrie Irving,Kyrie Irving,Kyrie Irving,SG,3,20000025,Kyrie Irving,551768,8310064,http://cdn.usatsimg.com/api/download/?imageID=21623386,http://cdn.usatsimg.com/api/download/?imageID=21685049,2023-10-11T14:33:05,2023-10-19T21:36:42,202681
20000577,,Active,12,CLE,13,C,C,Tristan,Thompson,81,254,1991-03-13T00:00:00,Brampton,ON,Canada,NA,Texas,2019796,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,12,335097c3-7919-49d5-80b0-8062d5d3e89c,1852,3196,200262,552806,747536,3104,Scrambled,Scrambled,NA,Scrambled,14501,552806,4884,Tristan Thompson,Tristan Thompson,Tristan Thompson,C,9,20000012,Tristan Thompson,552806,8315777,http://cdn.usatsimg.com/api/download/?imageID=21623239,http://cdn.usatsimg.com/api/download/?imageID=21684970,2023-10-11T14:05:42,2023-10-19T21:28:29,202684
20000587,,Active,29,PHO,30,F,PF,Thaddeus,Young,80,225,1988-06-21T00:00:00,New Orleans,LA,USA,NA,Georgia Tech,638413,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,16,31a50d54-ef46-47a8-863c-6f4d4e5aa184,1367,2827,200261,329683,732716,1839,Scrambled,Scrambled,NA,Scrambled,9666,329683,4290,Thaddeus Young,Thaddeus Young,Thaddeus Young,PF,9,20000029,Thaddeus Young,329683,8337982,http://cdn.usatsimg.com/api/download/?imageID=22174446,http://cdn.usatsimg.com/api/download/?imageID=22202935,2023-12-26T11:10:40,2023-12-31T19:30:22,201152
20000588,,Active,15,MIL,11,C,C,Brook,Lopez,85,282,1988-04-01T00:00:00,Panorama City,CA,USA,NA,Stanford,25000000,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,15,c179fb5c-9845-4e37-aef7-6e00d97548eb,1495,2918,200106,330047,733289,1952,Scrambled,Scrambled,NA,Scrambled,9621,330047,4472,Brook Lopez,Brook Lopez,Brook Lopez,C,3,20000015,Brook Lopez,330047,8247786,http://cdn.usatsimg.com/api/download/?imageID=21680084,http://cdn.usatsimg.com/api/download/?imageID=21720312,2023-10-19T09:00:11,2023-10-23T23:32:11,201572
20000591,,Active,6,NY,44,F,SF,Bojan,Bogdanovic,79,226,1989-04-18T00:00:00,Mostar,NA,Yugoslavia,NA,None,20000000,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,9,7ff02e19-e829-4e56-9a34-233a71fce76c,1876,3236,200421,599812,749275,2743,Scrambled,Scrambled,NA,Scrambled,14530,599812,4913,Bojan Bogdanovic,Bojan Bogdanovic,Bojan Bogdanovic,SF,6,20000006,Bojan Bogdanovic,599812,8338280,http://cdn.usatsimg.com/api/download/?imageID=21623458,http://cdn.usatsimg.com/api/download/?imageID=21685100,2023-10-11T14:46:25,2023-10-19T21:43:17,202711
20000594,,Active,28,LAC,44,C,C,Mason,Plumlee,82,254,1990-03-05T00:00:00,Warsaw,IN,USA,NA,Duke,5000000,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,10,9570a938-324f-40e8-92dd-8a4fcf4a953b,2132,3442,200312,510790,743719,3290,Scrambled,Scrambled,NA,Scrambled,15590,510790,5192,Mason Plumlee,Mason Plumlee,Mason Plumlee,C,9,20000028,Mason Plumlee,510790,8310132,http://cdn.usatsimg.com/api/download/?imageID=21677355,http://cdn.usatsimg.com/api/download/?imageID=21720471,2023-10-18T19:20:58,2023-10-24T00:09:12,203486
20000603,,Active,9,BOS,42,C,C,Al,Horford,81,240,1986-06-03T00:00:00,Puerto Plata,NA,Dominican Republic,NA,Florida,10000000,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,16,cf3a87ec-c2f7-42e8-9698-6f8b2ba916a9,1359,2816,200115,280587,724364,1461,Scrambled,Scrambled,NA,Scrambled,9453,280587,4245,Al Horford,Al Horford,Al Horford,PF,6,20000009,Al Horford,280587,8277237,http://cdn.usatsimg.com/api/download/?imageID=21663019,http://cdn.usatsimg.com/api/download/?imageID=21720225,2023-10-16T16:28:01,2023-10-23T23:20:22,201143
20000606,,Active,8,BKN,17,G,PG,Dennis,Schröder,73,175,1993-09-15T00:00:00,Braunschweig,NA,Germany,NA,None,12405000,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,10,a2c6a907-282f-4172-9d60-42d03987da0e,2160,3444,200535,739958,755622,3618,Scrambled,Scrambled,NA,Scrambled,40201,739958,5187,Dennis Schroder,Dennis Schroder,Dennis Schroder,PG,3,20000008,Dennis Schroder,739958,8338272,http://cdn.usatsimg.com/api/download/?imageID=19247529,http://cdn.usatsimg.com/api/download/?imageID=19262489,2022-10-16T19:04:10,2022-10-19T22:58:22,203471
20000613,,Active,18,OKC,50,C,C,Mike,Muscala,82,240,1991-07-01T00:00:00,St. Louis Park,MN,USA,NA,Bucknell,3500000,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,10,7c636961-816a-4b44-8991-671df9d91d9c,2172,3463,200299,520388,744973,3607,Scrambled,Scrambled,NA,Scrambled,17894,520388,5214,Mike Muscala,Mike Muscala,Mike Muscala,PF,9,20000018,Mike Muscala,520388,8339439,http://cdn.usatsimg.com/api/download/?imageID=19250539,http://cdn.usatsimg.com/api/download/?imageID=19250541,2022-10-17T15:59:08,2022-10-17T15:59:39,203488
20000617,,Active,7,PHI,40,F,PF,Nicolas,Batum,80,230,1988-12-14T00:00:00,Lisieux,NA,France,NA,None,11710818,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,15,a89ac040-715d-4057-8fc0-9d71ad06fa0a,1520,2821,200205,456451,739857,1852,Scrambled,Scrambled,NA,Scrambled,9809,456451,4487,Nicolas Batum,Nicolas Batum,Nicolas Batum,SF,6,20000007,Nicolas Batum,456451,8322313,http://cdn.usatsimg.com/api/download/?imageID=21674671,http://cdn.usatsimg.com/api/download/?imageID=21720473,2023-10-18T14:00:15,2023-10-24T00:09:39,201587
